"","tag_code","state","date_time","pathway"
"7007","3D9.1BF20930D1","mainstem, PRA to RIS",2006-09-14 07:34:18,"PRA (adult)"
"7008","3D9.1BF20930D1","mainstem, RIS to RRE",2006-09-17 05:39:05,"RIS (adult)"
"7009","3D9.1BF20930D1","mainstem, RRE to WEL",2006-09-18 04:24:33,"RRE (adult)"
"7010","3D9.1BF20930D1","mainstem, upstream of WEL",2006-09-19 09:16:45,"WEL (adult)"
"7011","3D9.1BF20939F0","mainstem, BON to MCN",2007-07-22 01:10:51,"BON (adult)"
"7012","3D9.1BF20939F0","mainstem, mouth to BON",NA,"implicit"
"7013","3D9.1BF20939F0","mainstem, BON to MCN",2007-07-22 08:07:10,"BON (adult)"
"7014","3D9.1BF209447E","mainstem, BON to MCN",2006-08-07 03:53:26,"BON (adult)"
"7015","3D9.1BF209447E","mainstem, MCN to ICH or PRA",2006-08-23 05:43:45,"MCN (adult)"
"7016","3D9.1BF209447E","mainstem, PRA to RIS",2006-08-28 23:01:03,"PRA (adult)"
"7017","3D9.1BF209447E","mainstem, RIS to RRE",2006-09-13 09:22:01,"RIS (adult)"
"7018","3D9.1BF209447E","mainstem, RRE to WEL",2006-09-15 01:22:09,"RRE (adult)"
"7019","3D9.1BF209447E","mainstem, upstream of WEL",2006-10-03 00:44:35,"WEL (adult)"
"7020","3D9.1BF2094D53","mainstem, BON to MCN",2007-08-16 07:19:06,"BON (adult)"
"7021","3D9.1BF2094D53","mainstem, MCN to ICH or PRA",2007-08-27 09:24:21,"MCN (adult)"
"7022","3D9.1BF2094D53","mainstem, PRA to RIS",2007-09-01 06:46:35,"PRA (adult)"
"7023","3D9.1BF2094D53","mainstem, RIS to RRE",2007-09-05 10:28:24,"RIS (adult)"
"7024","3D9.1BF2094D53","mainstem, RRE to WEL",2007-09-14 01:55:30,"RRE (adult)"
"7025","3D9.1BF2094D53","mainstem, upstream of WEL",2007-09-16 09:56:36,"WEL (adult)"
"7026","3D9.1BF209637C","mainstem, BON to MCN",2006-08-09 12:01:58,"BON (adult)"
"7027","3D9.1BF209637C","mainstem, mouth to BON",NA,"implicit"
"7028","3D9.1BF209637C","mainstem, BON to MCN",2006-08-09 22:28:12,"BON (adult)"
"...7029","3D9.1BF209637C","mainstem, MCN to ICH or PRA",NA,"implicit"
"...7030","3D9.1BF209637C","mainstem, PRA to RIS",NA,"implicit"
"7031","3D9.1BF209637C","mainstem, RIS to RRE",2006-09-14 02:49:46,"RIS (adult)"
"7032","3D9.1BF209637C","mainstem, RRE to WEL",2006-09-23 03:07:26,"RRE (adult)"
"7033","3D9.1BF209637C","mainstem, upstream of WEL",2006-10-27 04:31:26,"WEL (adult)"
"7034","3D9.1BF209903D","mainstem, BON to MCN",2006-08-07 00:57:34,"BON (adult)"
"7035","3D9.1BF209903D","mainstem, MCN to ICH or PRA",2006-09-01 02:04:49,"MCN (adult)"
"7036","3D9.1BF209903D","mainstem, PRA to RIS",2006-09-06 09:28:22,"PRA (adult)"
"7037","3D9.1BF209903D","mainstem, RIS to RRE",2006-09-11 00:02:02,"RIS (adult)"
"7038","3D9.1BF209903D","mainstem, RRE to WEL",2006-09-12 03:43:20,"RRE (adult)"
"7039","3D9.1BF209903D","mainstem, upstream of WEL",2006-09-13 19:20:37,"WEL (adult)"
"7040","3D9.1BF209A0F6","mainstem, BON to MCN",2006-08-07 09:50:10,"BON (adult)"
"7041","3D9.1BF209B466","mainstem, BON to MCN",2006-08-13 11:48:19,"BON (adult)"
"7042","3D9.1BF209E48A","mainstem, BON to MCN",2006-08-19 08:55:19,"BON (adult)"
"7043","3D9.1BF209E48A","mainstem, MCN to ICH or PRA",2006-09-07 11:15:47,"MCN (adult)"
"7044","3D9.1BF209E48A","mainstem, PRA to RIS",2006-09-12 09:38:51,"PRA (adult)"
"7045","3D9.1BF209E48A","mainstem, RIS to RRE",2006-09-15 02:45:04,"RIS (adult)"
"7046","3D9.1BF209E48A","mainstem, RRE to WEL",2006-09-17 10:54:31,"RRE (adult)"
"7047","3D9.1BF209E48A","mainstem, upstream of WEL",2006-09-20 05:52:49,"WEL (adult)"
"7048","3D9.1BF209F599","mainstem, BON to MCN",2006-08-01 07:45:28,"BON (adult)"
"7049","3D9.1BF209F599","mainstem, mouth to BON",NA,"implicit"
"7050","3D9.1BF209F599","mainstem, BON to MCN",2006-08-02 04:44:17,"BON (adult)"
"7051","3D9.1BF209F599","mainstem, MCN to ICH or PRA",2006-09-12 00:31:10,"MCN (adult)"
"7052","3D9.1BF209F599","mainstem, PRA to RIS",2006-09-18 01:38:10,"PRA (adult)"
"7053","3D9.1BF209F599","mainstem, RIS to RRE",2006-09-21 05:25:47,"RIS (adult)"
"7054","3D9.1BF209F599","mainstem, RRE to WEL",2006-09-22 06:30:32,"RRE (adult)"
"7055","3D9.1BF209F599","mainstem, upstream of WEL",2006-09-30 12:42:38,"WEL (adult)"
"7056","3D9.1BF209F599","Okanogan River",2007-04-15 19:15:22,"OKA_sites"
"7058","3D9.1BF20A0498","mainstem, BON to MCN",2006-07-26 02:19:08,"BON (adult)"
"7059","3D9.1BF20A0498","mainstem, MCN to ICH or PRA",2006-09-13 00:12:49,"MCN (adult)"
"7060","3D9.1BF20A0498","mainstem, PRA to RIS",2006-09-16 06:45:43,"PRA (adult)"
"...7061","3D9.1BF20A0498","mainstem, RIS to RRE",NA,"implicit"
"7062","3D9.1BF20A0498","mainstem, RRE to WEL",2006-09-19 07:59:26,"RRE (adult)"
"7063","3D9.1BF20A0498","mainstem, upstream of WEL",2006-09-20 22:20:40,"WEL (adult)"
"7064","3D9.1BF20A0F46","mainstem, BON to MCN",2006-08-17 01:05:35,"BON (adult)"
"7065","3D9.1BF20A14B8","mainstem, BON to MCN",2006-08-09 07:27:45,"BON (adult)"
"7066","3D9.1BF20A14B8","mainstem, MCN to ICH or PRA",2006-08-21 04:18:18,"MCN (adult)"
"7067","3D9.1BF20A14B8","mainstem, PRA to RIS",2006-08-29 08:15:29,"PRA (adult)"
"7068","3D9.1BF20A14B8","mainstem, RIS to RRE",2006-09-02 22:10:55,"RIS (adult)"
"7069","3D9.1BF20A14B8","mainstem, RRE to WEL",2006-09-05 03:16:41,"RRE (adult)"
"7070","3D9.1BF20A14B8","mainstem, upstream of WEL",2006-09-07 07:40:38,"WEL (adult)"
"7071","3D9.1BF20A1BD9","mainstem, BON to MCN",2007-08-20 10:35:09,"BON (adult)"
"7072","3D9.1BF20A1BD9","mainstem, MCN to ICH or PRA",2007-08-29 23:25:21,"MCN (adult)"
"7073","3D9.1BF20A1BD9","mainstem, PRA to RIS",2007-09-04 22:39:08,"PRA (adult)"
"7074","3D9.1BF20A1BD9","mainstem, RIS to RRE",2007-09-11 14:12:40,"RIS (adult)"
"7075","3D9.1BF20A1BD9","mainstem, RRE to WEL",2007-09-30 08:58:34,"RRE (adult)"
"7076","3D9.1BF20A1BD9","mainstem, upstream of WEL",2007-10-03 21:24:57,"WEL (adult)"
"7077","3D9.1BF20A20E3","mainstem, BON to MCN",2006-08-14 03:58:03,"BON (adult)"
"7078","3D9.1BF20A2AD4","mainstem, BON to MCN",2007-08-21 02:17:39,"BON (adult)"
"7079","3D9.1BF20A2AD4","mainstem, MCN to ICH or PRA",2007-08-27 08:31:14,"MCN (adult)"
"7080","3D9.1BF20A2AD4","mainstem, PRA to RIS",2007-09-03 02:10:35,"PRA (adult)"
"7081","3D9.1BF20A2AD4","mainstem, RIS to RRE",2007-09-06 08:07:05,"RIS (adult)"
"7082","3D9.1BF20A2AD4","mainstem, RRE to WEL",2007-09-11 02:07:59,"RRE (adult)"
"7083","3D9.1BF20A2AD4","mainstem, upstream of WEL",2007-09-12 19:09:16,"WEL (adult)"
"7084","3D9.1BF20A30CE","mainstem, BON to MCN",2007-08-08 02:34:10,"BON (adult)"
"7085","3D9.1BF20A30CE","mainstem, MCN to ICH or PRA",2007-08-13 10:41:30,"MCN (adult)"
"7086","3D9.1BF20A30CE","mainstem, PRA to RIS",2007-08-18 03:24:26,"PRA (adult)"
"7087","3D9.1BF20A30CE","mainstem, RIS to RRE",2007-08-21 23:40:33,"RIS (adult)"
"7088","3D9.1BF20A30CE","mainstem, RRE to WEL",2007-08-23 07:20:55,"RRE (adult)"
"7089","3D9.1BF20A30CE","mainstem, upstream of WEL",2007-08-25 04:39:39,"WEL (adult)"
"7090","3D9.1BF20A3720","mainstem, BON to MCN",2006-08-13 05:41:38,"BON (adult)"
"7091","3D9.1BF20A3720","mainstem, MCN to ICH or PRA",2006-08-27 00:18:15,"MCN (adult)"
"7092","3D9.1BF20A3720","mainstem, PRA to RIS",2006-09-02 02:44:42,"PRA (adult)"
"7093","3D9.1BF20A3720","mainstem, RIS to RRE",2006-09-08 09:21:46,"RIS (adult)"
"7094","3D9.1BF20A3720","mainstem, RRE to WEL",2006-09-09 09:20:30,"RRE (adult)"
"7095","3D9.1BF20A3720","mainstem, upstream of WEL",2006-09-11 10:29:33,"WEL (adult)"
"7096","3D9.1BF20A3F1F","mainstem, BON to MCN",2006-08-18 04:40:12,"BON (adult)"
"7097","3D9.1BF20A3F1F","mainstem, MCN to ICH or PRA",2006-09-20 01:14:46,"MCN (adult)"
"7098","3D9.1BF20A3F1F","mainstem, PRA to RIS",2006-09-23 16:42:51,"PRA (adult)"
"7099","3D9.1BF20A3F1F","mainstem, RIS to RRE",2006-09-25 13:54:20,"RIS (adult)"
"7100","3D9.1BF20A3F1F","mainstem, RRE to WEL",2006-09-26 09:50:19,"RRE (adult)"
"7101","3D9.1BF20A3F1F","mainstem, upstream of WEL",2006-09-28 10:59:14,"WEL (adult)"
"7102","3D9.1BF20A4559","mainstem, BON to MCN",2006-09-20 02:22:32,"BON (adult)"
"7103","3D9.1BF20A4559","mainstem, MCN to ICH or PRA",2006-09-28 23:07:57,"MCN (adult)"
"7104","3D9.1BF20A4559","mainstem, PRA to RIS",2006-10-05 01:04:23,"PRA (adult)"
"7105","3D9.1BF20A4559","mainstem, RIS to RRE",2006-10-09 06:26:52,"RIS (adult)"
"7106","3D9.1BF20A4559","mainstem, PRA to RIS",NA,"implicit"
"7107","3D9.1BF20A4559","mainstem, RIS to RRE",2006-10-10 02:03:16,"RIS (adult)"
"7108","3D9.1BF20A4559","mainstem, RRE to WEL",2006-10-12 05:12:12,"RRE (adult)"
"7109","3D9.1BF20A4559","mainstem, upstream of WEL",2006-10-14 23:35:28,"WEL (adult)"
"7110","3D9.1BF20A4975","mainstem, BON to MCN",2006-08-20 06:05:03,"BON (adult)"
"7111","3D9.1BF20A4975","mainstem, MCN to ICH or PRA",2006-08-31 09:07:16,"MCN (adult)"
"7112","3D9.1BF20A4975","mainstem, PRA to RIS",2006-09-10 01:59:05,"PRA (adult)"
"7113","3D9.1BF20A4975","mainstem, MCN to ICH or PRA",NA,"implicit"
"7114","3D9.1BF20A4975","mainstem, PRA to RIS",2006-09-12 03:00:36,"PRA (adult)"
"7115","3D9.1BF20A4975","mainstem, RIS to RRE",2006-09-19 06:58:10,"RIS (adult)"
"7116","3D9.1BF20A4975","mainstem, RRE to WEL",2006-09-23 19:07:52,"RRE (adult)"
"7117","3D9.1BF20A4975","mainstem, upstream of WEL",2006-10-01 21:44:38,"WEL (adult)"
"7118","3D9.1BF20A5EE4","mainstem, BON to MCN",2006-08-07 08:41:28,"BON (adult)"
"7119","3D9.1BF20A5EE4","mainstem, MCN to ICH or PRA",2006-09-10 07:04:58,"MCN (adult)"
"7120","3D9.1BF20A5EE4","mainstem, PRA to RIS",2006-09-15 03:01:15,"PRA (adult)"
"7121","3D9.1BF20A5EE4","mainstem, RIS to RRE",2006-09-18 19:53:54,"RIS (adult)"
"7122","3D9.1BF20A5EE4","mainstem, RRE to WEL",2006-09-19 20:44:59,"RRE (adult)"
"7123","3D9.1BF20A5EE4","mainstem, upstream of WEL",2006-09-21 11:35:55,"WEL (adult)"
"7124","3D9.1BF20A69AB","mainstem, BON to MCN",2006-08-08 22:15:10,"BON (adult)"
"7125","3D9.1BF20A69AB","mainstem, MCN to ICH or PRA",2006-08-17 04:20:18,"MCN (adult)"
"7126","3D9.1BF20A69AB","mainstem, PRA to RIS",2006-08-22 09:54:00,"PRA (adult)"
"7127","3D9.1BF20A69AB","mainstem, RIS to RRE",2006-08-24 23:00:30,"RIS (adult)"
"7128","3D9.1BF20A69AB","mainstem, RRE to WEL",2006-08-26 21:51:02,"RRE (adult)"
"7129","3D9.1BF20A69AB","mainstem, upstream of WEL",2006-08-29 10:06:45,"WEL (adult)"
"7130","3D9.1BF20A7411","mainstem, BON to MCN",2007-08-17 01:31:44,"BON (adult)"
"7131","3D9.1BF20A7B52","mainstem, BON to MCN",2006-08-15 03:59:02,"BON (adult)"
"7132","3D9.1BF20A7B52","mainstem, MCN to ICH or PRA",2006-08-23 05:33:40,"MCN (adult)"
"7133","3D9.1BF20A7B52","mainstem, PRA to RIS",2006-08-29 01:38:22,"PRA (adult)"
"7134","3D9.1BF20A7B52","mainstem, RIS to RRE",2006-09-21 06:41:30,"RIS (adult)"
"7135","3D9.1BF20A7B52","mainstem, RRE to WEL",2006-09-22 07:32:23,"RRE (adult)"
"7136","3D9.1BF20A7B52","mainstem, upstream of WEL",2006-09-30 04:32:34,"WEL (adult)"
"7137","3D9.1BF20A876A","mainstem, BON to MCN",2006-08-02 12:15:54,"BON (adult)"
"7138","3D9.1BF20A876A","mainstem, MCN to ICH or PRA",2006-08-24 02:35:28,"MCN (adult)"
"7139","3D9.1BF20A876A","mainstem, PRA to RIS",2006-08-30 03:15:10,"PRA (adult)"
"7140","3D9.1BF20A876A","mainstem, RIS to RRE",2006-09-06 02:05:08,"RIS (adult)"
"7141","3D9.1BF20A876A","mainstem, RRE to WEL",2006-09-13 04:20:08,"RRE (adult)"
"7142","3D9.1BF20A876A","mainstem, upstream of WEL",2006-09-23 01:56:24,"WEL (adult)"
"7143","3D9.1BF20A9342","mainstem, BON to MCN",2006-08-22 04:34:15,"BON (adult)"
"7144","3D9.1BF20A9F32","mainstem, BON to MCN",2006-08-14 06:03:23,"BON (adult)"
"7145","3D9.1BF20A9F32","mainstem, MCN to ICH or PRA",2006-09-14 03:17:49,"MCN (adult)"
"7146","3D9.1BF20A9F32","mainstem, PRA to RIS",2006-09-19 08:52:45,"PRA (adult)"
"7147","3D9.1BF20A9F32","mainstem, RIS to RRE",2006-09-24 02:41:50,"RIS (adult)"
"7148","3D9.1BF20A9F32","mainstem, RRE to WEL",2006-09-25 16:11:55,"RRE (adult)"
"7149","3D9.1BF20A9F32","mainstem, upstream of WEL",2006-09-29 08:49:38,"WEL (adult)"
"7150","3D9.1BF20AAB1E","mainstem, BON to MCN",2006-08-17 05:11:22,"BON (adult)"
"7151","3D9.1BF20AAB1E","mainstem, MCN to ICH or PRA",2006-08-27 10:59:47,"MCN (adult)"
"7152","3D9.1BF20AAB1E","mainstem, PRA to RIS",2006-09-03 23:25:34,"PRA (adult)"
"...7153","3D9.1BF20AAB1E","mainstem, RIS to RRE",NA,"implicit"
"7154","3D9.1BF20AAB1E","mainstem, RRE to WEL",2006-09-13 11:22:44,"RRE (adult)"
"7155","3D9.1BF20AAB1E","mainstem, upstream of WEL",2006-09-17 09:25:24,"WEL (adult)"
"7156","3D9.1BF20ABB09","mainstem, BON to MCN",2006-08-08 08:53:20,"BON (adult)"
"7157","3D9.1BF20ABB09","mainstem, MCN to ICH or PRA",2006-09-06 06:53:32,"MCN (adult)"
"7158","3D9.1BF20ABB09","mainstem, PRA to RIS",2006-09-11 11:52:43,"PRA (adult)"
"7159","3D9.1BF20ABB09","mainstem, RIS to RRE",2006-09-15 00:07:12,"RIS (adult)"
"7160","3D9.1BF20ABB09","mainstem, RRE to WEL",2006-09-16 12:28:23,"RRE (adult)"
"7161","3D9.1BF20ABB09","mainstem, upstream of WEL",2006-09-20 16:39:18,"WEL (adult)"
"7162","3D9.1BF20AC2BA","mainstem, BON to MCN",2006-08-25 04:22:29,"BON (adult)"
"7163","3D9.1BF20AC2BA","mainstem, MCN to ICH or PRA",2006-09-04 06:41:45,"MCN (adult)"
"7164","3D9.1BF20AC2BA","mainstem, PRA to RIS",2006-09-11 04:26:28,"PRA (adult)"
"7165","3D9.1BF20AC2BA","mainstem, RIS to RRE",2006-09-14 06:12:35,"RIS (adult)"
"7166","3D9.1BF20AC2BA","mainstem, RRE to WEL",2006-09-15 06:35:17,"RRE (adult)"
"7167","3D9.1BF20AC2BA","mainstem, upstream of WEL",2006-09-17 05:15:07,"WEL (adult)"
"7168","3D9.1BF20ACC35","mainstem, BON to MCN",2006-08-08 05:11:55,"BON (adult)"
"7169","3D9.1BF20ACC35","mainstem, MCN to ICH or PRA",2006-08-23 03:53:11,"MCN (adult)"
"7170","3D9.1BF20ACC35","mainstem, PRA to RIS",2006-08-28 04:43:01,"PRA (adult)"
"7171","3D9.1BF20ACC35","mainstem, RIS to RRE",2006-09-02 22:29:16,"RIS (adult)"
"7172","3D9.1BF20ACC35","mainstem, RRE to WEL",2006-09-04 07:58:21,"RRE (adult)"
"7173","3D9.1BF20ACC35","mainstem, upstream of WEL",2006-09-07 03:09:32,"WEL (adult)"
"7174","3D9.1BF20AD917","mainstem, BON to MCN",2006-07-17 06:00:51,"BON (adult)"
"7175","3D9.1BF20AD917","mainstem, MCN to ICH or PRA",2006-07-25 03:27:26,"MCN (adult)"
"7176","3D9.1BF20AD917","mainstem, PRA to RIS",2006-08-09 02:47:08,"PRA (adult)"
"7177","3D9.1BF20AD917","mainstem, RIS to RRE",2006-08-11 23:08:08,"RIS (adult)"
"7178","3D9.1BF20AD917","mainstem, RRE to WEL",2006-08-13 00:28:43,"RRE (adult)"
"7179","3D9.1BF20AD917","mainstem, upstream of WEL",2006-08-26 12:23:59,"WEL (adult)"
"7180","3D9.1BF20ADF91","mainstem, BON to MCN",2006-08-16 00:43:19,"BON (adult)"
"7181","3D9.1BF20ADF91","mainstem, MCN to ICH or PRA",2006-08-21 08:46:40,"MCN (adult)"
"7182","3D9.1BF20ADF91","mainstem, PRA to RIS",2006-08-25 23:36:35,"PRA (adult)"
"7183","3D9.1BF20ADF91","mainstem, RIS to RRE",2006-08-28 23:48:38,"RIS (adult)"
"7184","3D9.1BF20ADF91","mainstem, RRE to WEL",2006-08-30 07:50:21,"RRE (adult)"
"7185","3D9.1BF20AE633","mainstem, BON to MCN",2006-07-09 12:40:17,"BON (adult)"
"7186","3D9.1BF20AE633","mainstem, mouth to BON",NA,"implicit"
"7187","3D9.1BF20AE633","mainstem, BON to MCN",2006-07-10 00:21:05,"BON (adult)"
"7188","3D9.1BF20AF3B7","mainstem, BON to MCN",2006-08-01 03:16:18,"BON (adult)"
"7189","3D9.1BF20AFD15","mainstem, BON to MCN",2006-08-08 22:43:58,"BON (adult)"
"7190","3D9.1BF20AFD15","mainstem, MCN to ICH or PRA",2006-09-13 01:25:41,"MCN (adult)"
"7191","3D9.1BF20AFD15","mainstem, PRA to RIS",2006-09-18 07:38:58,"PRA (adult)"
"7192","3D9.1BF20AFD15","mainstem, RIS to RRE",2006-09-22 05:05:49,"RIS (adult)"
"7193","3D9.1BF20AFD15","mainstem, RRE to WEL",2006-09-23 08:35:38,"RRE (adult)"
"7194","3D9.1BF20AFD15","mainstem, upstream of WEL",2006-09-26 00:57:36,"WEL (adult)"
"7195","3D9.1BF20B044E","mainstem, BON to MCN",2006-09-22 01:59:15,"BON (adult)"
"7196","3D9.1BF20B044E","mainstem, MCN to ICH or PRA",2006-10-01 11:01:55,"MCN (adult)"
"7197","3D9.1BF20B044E","mainstem, PRA to RIS",2006-10-10 01:46:12,"PRA (adult)"
"7198","3D9.1BF20B044E","mainstem, RIS to RRE",2006-10-14 08:22:51,"RIS (adult)"
"7199","3D9.1BF20B044E","mainstem, RRE to WEL",2006-10-16 01:46:07,"RRE (adult)"
"7200","3D9.1BF20B044E","mainstem, upstream of WEL",2006-10-20 10:46:14,"WEL (adult)"
"7201","3D9.1BF20B044E","Okanogan River",2007-04-28 13:32:29,"OKA_sites"
"7204","3D9.1BF20B0B12","mainstem, BON to MCN",2006-08-16 10:11:21,"BON (adult)"
"7205","3D9.1BF20B0B12","mainstem, MCN to ICH or PRA",2006-09-18 09:45:26,"MCN (adult)"
"7206","3D9.1BF20B0B12","mainstem, PRA to RIS",2006-09-23 10:20:25,"PRA (adult)"
"...7207","3D9.1BF20B0B12","mainstem, RIS to RRE",NA,"implicit"
"7208","3D9.1BF20B0B12","mainstem, RRE to WEL",2006-09-27 00:50:56,"RRE (adult)"
"7209","3D9.1BF20B0B12","mainstem, upstream of WEL",2006-09-29 05:57:45,"WEL (adult)"
"7210","3D9.1BF20B1412","mainstem, BON to MCN",2006-08-24 04:06:34,"BON (adult)"
"7211","3D9.1BF20B1412","mainstem, MCN to ICH or PRA",2006-09-01 01:45:07,"MCN (adult)"
"7212","3D9.1BF20B1412","mainstem, PRA to RIS",2006-09-09 01:55:57,"PRA (adult)"
"...7213","3D9.1BF20B1412","mainstem, RIS to RRE",NA,"implicit"
"7214","3D9.1BF20B1412","mainstem, RRE to WEL",2006-09-14 03:42:55,"RRE (adult)"
"7215","3D9.1BF20B1412","mainstem, upstream of WEL",2006-10-07 03:58:12,"WEL (adult)"
"7216","3D9.1BF20B1B1E","mainstem, BON to MCN",2006-08-14 08:56:18,"BON (adult)"
"7217","3D9.1BF20B1B1E","mainstem, MCN to ICH or PRA",2006-08-21 03:51:34,"MCN (adult)"
"7218","3D9.1BF20B1B1E","mainstem, PRA to RIS",2006-08-26 08:04:22,"PRA (adult)"
"7219","3D9.1BF20B1B1E","mainstem, RIS to RRE",2006-08-29 08:45:06,"RIS (adult)"
"7220","3D9.1BF20B1B1E","mainstem, RRE to WEL",2006-08-31 09:16:31,"RRE (adult)"
"7221","3D9.1BF20B1B1E","mainstem, upstream of WEL",2006-09-02 04:36:04,"WEL (adult)"
"7222","3D9.1BF20B227B","mainstem, BON to MCN",2006-07-27 04:13:56,"BON (adult)"
"7223","3D9.1BF20B227B","mainstem, MCN to ICH or PRA",2006-08-04 00:29:25,"MCN (adult)"
"7224","3D9.1BF20B227B","mainstem, PRA to RIS",2006-08-13 08:51:49,"PRA (adult)"
"7225","3D9.1BF20B227B","mainstem, RIS to RRE",2006-08-19 06:12:24,"RIS (adult)"
"7226","3D9.1BF20B227B","mainstem, RRE to WEL",2006-08-22 07:27:19,"RRE (adult)"
"7227","3D9.1BF20B227B","mainstem, upstream of WEL",2006-08-27 06:31:32,"WEL (adult)"
"7228","3D9.1BF20B227B","Okanogan River",2007-03-21 20:24:18,"OKA_sites"
"...7229","3D9.1BF20B227B","mainstem, upstream of WEL",NA,"implicit"
"...7230","3D9.1BF20B227B","mainstem, RRE to WEL",NA,"implicit"
"...7231","3D9.1BF20B227B","mainstem, PRA to RIS",NA,"implicit"
"...7232","3D9.1BF20B227B","mainstem, RIS to RRE",NA,"implicit"
"...7233","3D9.1BF20B227B","mainstem, PRA to RIS",NA,"implicit"
"7234","3D9.1BF20B227B","mainstem, MCN to ICH or PRA",NA,"implicit"
"7235","3D9.1BF20B227B","mainstem, BON to MCN",2007-05-08 21:04:15,"BON_MCN_inriver"
"7236","3D9.1BF20B281F","mainstem, BON to MCN",2007-07-19 03:11:25,"BON (adult)"
"7237","3D9.1BF20B2D86","mainstem, BON to MCN",2006-08-09 04:04:06,"BON (adult)"
"7238","3D9.1BF20B2D86","mainstem, MCN to ICH or PRA",2006-09-28 17:49:51,"MCN (adult)"
"7239","3D9.1BF20B2D86","mainstem, PRA to RIS",2006-10-03 12:01:14,"PRA (adult)"
"...7240","3D9.1BF20B2D86","mainstem, RIS to RRE",NA,"implicit"
"7241","3D9.1BF20B2D86","mainstem, RRE to WEL",2006-10-07 05:21:10,"RRE (adult)"
"7242","3D9.1BF20B2D86","mainstem, upstream of WEL",2006-10-09 10:13:03,"WEL (adult)"
"7243","3D9.1BF20B32B0","mainstem, BON to MCN",2006-08-16 12:23:00,"BON (adult)"
"7244","3D9.1BF20B32B0","mainstem, mouth to BON",NA,"implicit"
"7245","3D9.1BF20B32B0","mainstem, BON to MCN",2006-08-16 22:48:55,"BON (adult)"
"7246","3D9.1BF20B32B0","mainstem, MCN to ICH or PRA",2006-08-24 11:44:51,"MCN (adult)"
"7247","3D9.1BF20B32B0","mainstem, BON to MCN",NA,"implicit"
"7248","3D9.1BF20B32B0","mainstem, MCN to ICH or PRA",2006-08-24 21:51:45,"MCN (adult)"
"7249","3D9.1BF20B32B0","mainstem, PRA to RIS",2006-08-30 02:35:54,"PRA (adult)"
"7250","3D9.1BF20B32B0","mainstem, RIS to RRE",2006-09-05 01:11:19,"RIS (adult)"
"7251","3D9.1BF20B32B0","mainstem, RRE to WEL",2006-09-06 01:37:03,"RRE (adult)"
"7252","3D9.1BF20B32B0","mainstem, upstream of WEL",2006-09-07 12:36:32,"WEL (adult)"
"7253","3D9.1BF20B3F00","mainstem, BON to MCN",2007-08-20 04:13:52,"BON (adult)"
"7254","3D9.1BF20B3F00","mainstem, MCN to ICH or PRA",2007-09-12 02:00:04,"MCN (adult)"
"7255","3D9.1BF20B3F00","mainstem, PRA to RIS",2007-09-16 02:13:10,"PRA (adult)"
"7256","3D9.1BF20B3F00","mainstem, RIS to RRE",2007-09-18 19:42:00,"RIS (adult)"
"7257","3D9.1BF20B3F00","mainstem, RRE to WEL",2007-09-23 01:51:58,"RRE (adult)"
"7258","3D9.1BF20B3F00","mainstem, upstream of WEL",2007-10-08 02:37:12,"WEL (adult)"
"7259","3D9.1BF20B453D","mainstem, BON to MCN",2006-08-05 10:49:54,"BON (adult)"
"7260","3D9.1BF20B453D","mainstem, MCN to ICH or PRA",2006-08-23 00:56:28,"MCN (adult)"
"7261","3D9.1BF20B453D","mainstem, PRA to RIS",2006-08-29 03:36:20,"PRA (adult)"
"7262","3D9.1BF20B453D","mainstem, RIS to RRE",2006-09-03 12:12:10,"RIS (adult)"
"7263","3D9.1BF20B453D","mainstem, RRE to WEL",2006-09-06 10:00:11,"RRE (adult)"
"7264","3D9.1BF20B453D","mainstem, upstream of WEL",2006-09-13 07:15:42,"WEL (adult)"
"7265","3D9.1BF20B6EB0","mainstem, BON to MCN",2007-08-23 02:53:56,"BON (adult)"
"7266","3D9.1BF20B75CB","mainstem, BON to MCN",2006-08-12 09:30:38,"BON (adult)"
"7267","3D9.1BF20B75CB","mainstem, mouth to BON",NA,"implicit"
"7268","3D9.1BF20B75CB","mainstem, BON to MCN",2006-08-13 01:11:14,"BON (adult)"
"7269","3D9.1BF20B75CB","mainstem, MCN to ICH or PRA",2006-08-24 06:41:15,"MCN (adult)"
"7270","3D9.1BF20B75CB","mainstem, PRA to RIS",2006-08-31 07:12:29,"PRA (adult)"
"...7271","3D9.1BF20B75CB","mainstem, RIS to RRE",NA,"implicit"
"7272","3D9.1BF20B75CB","Wenatchee River",2006-10-04 06:30:00,"WEN_sites"
"7274","3D9.1BF20B7DB3","mainstem, BON to MCN",2006-08-24 02:55:31,"BON (adult)"
"7275","3D9.1BF20B7DB3","mainstem, MCN to ICH or PRA",2006-08-31 11:04:32,"MCN (adult)"
"7276","3D9.1BF20B7DB3","mainstem, PRA to RIS",2006-09-06 01:51:36,"PRA (adult)"
"7277","3D9.1BF20B7DB3","mainstem, RIS to RRE",2006-09-12 07:02:09,"RIS (adult)"
"7278","3D9.1BF20B7DB3","mainstem, RRE to WEL",2006-09-13 11:37:02,"RRE (adult)"
"7279","3D9.1BF20B7DB3","mainstem, upstream of WEL",2006-09-16 02:13:29,"WEL (adult)"
"7280","3D9.1BF20B8F3A","mainstem, BON to MCN",2006-08-19 02:49:00,"BON (adult)"
"7281","3D9.1BF20B8F3A","mainstem, MCN to ICH or PRA",2006-08-24 07:15:29,"MCN (adult)"
