mrr_code|mrr_rkm|mrr_name|mrr_type|mrr_typedesc|mrr_huc8|mrr_huc8name|mrr_huc6|mrr_huc6name
METHR|843|Methow River|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
METTRP|843.030|Methow Smolt Trap at McFarland Creek Road Bridge|Trap or Weir|Juvenile or adult fish trap or weir.|17020008|Methow|170200|Upper Columbia
GOLD2C|843.035|Gold Creek, Methow River|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
SGOLDC|843.035.002|South Fork Gold Creek, Methow River watershed|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
FOGDEW|843.035.009|Foggy Dew Creek, Methow River watershed|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
LIBBYC|843.042|Libby Creek, Methow River|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
BEAV2C|843.057|Beaver Creek, Methow River|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
CARP|843.058|Carlton Acclimation Pond|Acclimation Pond|Acclimation pond or facility.|17020008|Methow|170200|Upper Columbia
TWISPR|843.066|Twisp River|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
TWITRP|843.066.002|Twisp River rotary smolt trap|Trap or Weir|Juvenile or adult fish trap or weir.|17020008|Methow|170200|Upper Columbia
TWIS2P|843.066.002|Twisp Acclimation Pond (Methow Salmon Recovery Foundation)|Acclimation Pond|Acclimation pond or facility.|17020008|Methow|170200|Upper Columbia
TWISPW|843.066.013|Twisp River Weir (WDFW)|Trap or Weir|Juvenile or adult fish trap or weir.|17020008|Methow|170200|Upper Columbia
TWISPP|843.066.013|Twisp Acclimation Pond (WDFW)|Acclimation Pond|Acclimation pond or facility.|17020008|Methow|170200|Upper Columbia
LBRIC|843.066.014|Little Bridge Creek,tributary to Twisp River|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
1890SC|843.067|1890s Side Channel Methow River|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
CHEWUR|843.080|Chewuch River|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
CHERBT|843.080.001|Chewuch River Bridge Rotary Screw Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17020008|Methow|170200|Upper Columbia
CHEWUP|843.080.010|Chewuch Acclimation Pond (WDFW)|Acclimation Pond|Acclimation pond or facility.|17020008|Methow|170200|Upper Columbia
EIGHTP|843.080.017|Eightmile Acclimation Pond|Acclimation Pond|Acclimation pond or facility.|17020008|Methow|170200|Upper Columbia
EIGHTC|843.080.018|Eightmile Creek, Chewuch River|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
SPRCKT|843.081|Spring Creek Screw Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17020008|Methow|170200|Upper Columbia
METRWT|843.081|Upper Methow River Rotary Screw Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17020008|Methow|170200|Upper Columbia
WINT|843.081|Winthrop National Fish Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17020008|Methow|170200|Upper Columbia
SPRNGC|843.081|Spring Creek tributary to Methow River|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
WINTBC|843.081|Rearing Pond in the back channel to Winthrop National Fish Hatchery|Acclimation Pond|Acclimation pond or facility.|17020008|Methow|170200|Upper Columbia
MSKF|843.081|Methow Steelhead Kelt Facility|Other|Other physical or geographical feature.|17020008|Methow|170200|Upper Columbia
WOLFC|843.085|Wolf Creek, Methow River|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
METH|843.085|Methow Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17020008|Methow|170200|Upper Columbia
BIDDLP|843.085.002|Biddle Acclimation Pond on Wolf Creek, Methow River Basin|Acclimation Pond|Acclimation pond or facility.|17020008|Methow|170200|Upper Columbia
MDVAP|843.088|Mid-Valley Acclimation Pond, Methow River Watershed|Acclimation Pond|Acclimation pond or facility.|17020008|Methow|170200|Upper Columbia
HANSPC|843.097|Hancock Springs Creek, tributary to Methow River|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
EARLWC|843.113|Early Winters Creek, Methow River Basin|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
EARLWP|843.113.001|Early Winters Acclimation Pond|Acclimation Pond|Acclimation pond or facility.|17020008|Methow|170200|Upper Columbia
GOATWP|843.116|Goat Wall Acclimation Pond|Acclimation Pond|Acclimation pond or facility.|17020008|Methow|170200|Upper Columbia
LOSTR|843.122|Lost River, Methow River Basin|River|Entire river or stream.|17020008|Methow|170200|Upper Columbia
OKANR|858|Okanogan River|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
OKRCRY|858.001|Cormorant Rookery on Cassimer Bar|Avian Colony|A large congegration or known nesting location of birds that prey on salmonids.|17020006|Okanogan|170200|Upper Columbia
LOUPLC|858.028|Loup Loup Creek, Okanogan River Basin|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
SALMOC|858.041|Salmon Creek (tributary to Okanogan River)|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
OMAKC|858.052|Omak Creek (tributary to Okanogan River)|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
OMAKP|858.052|Omak Acclimation Pond|Acclimation Pond|Acclimation pond or facility.|17020006|Okanogan|170200|Upper Columbia
STMARP|858.052.010|St Marys Acclimation Pond|Acclimation Pond|Acclimation pond or facility.|17020006|Okanogan|170200|Upper Columbia
STAPAC|858.052.022|Stapaloop Creek, in Okanogan River basin|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
WANACC|858.057|Wanacut Creek - tributary to Okanogan River|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
RIVERP|858.064|Riverside Acclimation Pond|Acclimation Pond|Acclimation pond or facility.|17020006|Okanogan|170200|Upper Columbia
JOHN2C|858.066|Johnson Creek - tributary to Okanogan River|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
TUNKC|858.073|Tunk Creek, Okanogan River Basin|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
AENEAC|858.086|Aeneas Creek - tributary to Okanogan River|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
BONAPC|858.092|Bonaparte Creek, Okanogan River Basin|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
ANTOIC|858.099|Antoine Creek (tributary to Okanogan River)|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
WILDSC|858.114|Wildhorse Spring Creek - tributary to Okanogan River|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
SIMILR|858.119|Similkameen River|River|Entire river or stream.|17020007|Similkameen|170200|Upper Columbia
SIMILP|858.119.008|Similkameen Acclimation Pond (replaces archaic SIMP)|Acclimation Pond|Acclimation pond or facility.|17020007|Similkameen|170200|Upper Columbia
OSOYOL|858.130|Osoyoos Lake|Other|Other physical or geographical feature.|17020006|Okanogan|170200|Upper Columbia
TONASC|858.133|Tonasket Creek - tributary to Okanogan River|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
9MILEC|858.134|Ninemile Creek (tributary to Okanogan River)|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
OSOYHA|858.134|Osoyoos Lake at Haynes Point Campground|Other|Other physical or geographical feature.|17020006|Okanogan|170200|Upper Columbia
OSOYBR|858.135|Osoyoos Lake Narrows Hwy 3 Bridge|Trap or Weir|Juvenile or adult fish trap or weir.|17020006|Okanogan|170200|Upper Columbia
INKANC|858.139|Inkaneep Creek - tributary to Okanagan River (Canada)|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
VDS3|858.149|Within 100m upstream of Vertical Drop Structure 3, Okanagan River|Other|Other physical or geographical feature.|17020006|Okanogan|170200|Upper Columbia
VASEUX|858.164|Vaseux Creek, tributary to Okanagan River (Canada)|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
MCI|858.166|McIntyre Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17020006|Okanogan|170200|Upper Columbia
MCITAL|858.166|MCI - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17020006|Okanogan|170200|Upper Columbia
SHUTTC|858.175|Shuttleworth Creek - tributary to Okanagan River (Canada)|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
SKATAL|858.177|SKA - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17020006|Okanogan|170200|Upper Columbia
SKA|858.177|Skaha Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17020006|Okanogan|170200|Upper Columbia
SKAHAL|858.180|Skaha Lake|Other|Other physical or geographical feature.|17020006|Okanogan|170200|Upper Columbia
SHINGC|858.195|Shingle Creek - tributary to Okanagan River (Canada)|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
ONAF|858.195.001|Okanagan Nation Alliance k? cp?lk stim Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17020006|Okanogan|170200|Upper Columbia
SHATFD|858.195.009|Shatford Creek, tributary to Shingle Creek (Canada)|River|Entire river or stream.|17020006|Okanogan|170200|Upper Columbia
CRFH|863|Colville Tribes Resident Fish Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17020005|Chief Joseph|170200|Upper Columbia
FOSTC|868|Foster Creek - tributary to Columbia River|River|Entire river or stream.|17020005|Chief Joseph|170200|Upper Columbia
CHJO|868|Chief Joseph Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17020005|Chief Joseph|170200|Upper Columbia
CJDFBY|869|CJD - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17020005|Chief Joseph|170200|Upper Columbia
CJD|869|Chief Joseph Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17020005|Chief Joseph|170200|Upper Columbia
RWNPBL|924|Rufus Woods Net Pens RV Park/Boat Launch|Other|Other physical or geographical feature.|17020005|Chief Joseph|170200|Upper Columbia
COYBL|925|Coyote Creek Boat Launch|Other|Other physical or geographical feature.|17020005|Chief Joseph|170200|Upper Columbia
NESPR|928|Nespelem River, tributary to Columbia River|River|Entire river or stream.|17020005|Chief Joseph|170200|Upper Columbia
SEGRBL|940|Seatons Grove Boat Launch|Other|Other physical or geographical feature.|17020005|Chief Joseph|170200|Upper Columbia
SIMP|941.121.008|Similkameen Pond (Archaic - replaced by SIMILP)|Archaic|Site codes that were in use at one time, but have been retired and replaced by one or more new site codes.|17020007|Similkameen|170200|Upper Columbia
GCD|951|Grand Coulee Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17020005|Chief Joseph|170200|Upper Columbia
GCDFBY|951|GCD - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17020005|Chief Joseph|170200|Upper Columbia
BSPBL|972|Bridgeport State Park Boat Launch|Other|Other physical or geographical feature.|17020005|Chief Joseph|170200|Upper Columbia
SANPR|981|Sanpoil River|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
IRON2C|981.026|Iron Creek - tributary to Sanpoil River|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
LOUIEC|981.034|Louie Creek - tributary to Sanpoil River|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
BRDG3C|981.040|Bridge Creek - tributary to Sanpoil River|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
30MILC|981.045|Thirtymile Creek - tributary to Sanpoil River|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
SNANAC|981.053|South Nanamkin Creek - tributary to Sanpoil River|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
NNANAC|981.055|North Nanamkin Creek - tributary to Sanpoil River|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
21MILC|981.065|Twentyone Mile Creek - tributary to Sanpoil River|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
SANPWF|981.076|West Fork Sanpoil River|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
GOLD3C|981.076.005|Gold Creek - tributary to West Fork Sanpoil River|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
LOSTC|981.076.022|Lost Creek - tributary to West Fork Sanpoil River|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
LOONYC|981.076.022.015|Loony Creek - tributary to Lost Creek|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
HADENC|981.076.022.019|Haden Creek - tributary to Lost Creek|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
HADESF|981.076.022.019.003|South Fork Haden Creek|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
MOSESC|981.076.022.019.003.000|Moses Creek - tributary to South Fork Haden Creek|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
GRANC|981.102|Granite Creek tributary to Sanpoil River|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
GRANWF|981.102.012|West Fork Granite Creek, Sanpoil Basin|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
OBRIEC|981.107|O Brien Creek, tributary to Sanpoil River|River|Entire river or stream.|17020004|Sanpoil|170200|Upper Columbia
SPOKR1|1020|Spokane River - mouth to Hangman Creek (km 0-121)|River Segment|Rivers that extend through multiple 4th level HUCs are dvidied into segments at HUC boundaries.|17010307|Lower Spokane|170103|Spokane
SPOKR2|1020|Spokane River - Hangman Creek to Coeur d'Alene Lake (km 121-183)|River Segment|Rivers that extend through multiple 4th level HUCs are dvidied into segments at HUC boundaries.|17010305|Upper Spokane|170103|Spokane
BLUE2C|1020.023|Blue Creek, tributary to Spokane River|River|Entire river or stream.|17010307|Lower Spokane|170103|Spokane
BLUEW|1020.023.001|Blue Creek Weir|Trap or Weir|Juvenile or adult fish trap or weir.|17010307|Lower Spokane|170103|Spokane
SPRN2C|1020.050|Spring Creek, tributary to Spokane River|River|Entire river or stream.|17010307|Lower Spokane|170103|Spokane
LFAF|1020.051|Little Falls Acclimation Facility|Acclimation Pond|Acclimation pond or facility.|17010307|Lower Spokane|170103|Spokane
TSHIMC|1020.057|Tshimakain (Chamokane) Creek|River|Entire river or stream.|17010307|Lower Spokane|170103|Spokane
STFH|1020.057.007.001|Spokane Tribal Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17010307|Lower Spokane|170103|Spokane
HANGC|1020.121|Hangman Creek - tributary to Spokane River|River|Entire river or stream.|17010306|Hangman|170103|Spokane
3MILC|1025|Threemile Creek - Upper Columbia|River|Entire river or stream.|17020001|Franklin D. Roosevelt Lake|170200|Upper Columbia
